username profile,rate,date,reviews
halloitsnia,4,27-01-2019 07:28 AM,"Ini bikin rambut super duper halus, rambut berasa enteng banget, wanginya juga awet,kurangnya bikin rambut cepet minyakan, jadi aku akalin, makenya ga sampe kulit kepala, cuma di batang rambut saja, jadii ga bikin minyakan deh"
Desirachma22,5,27-01-2019 02:24 AM,"Cinta banget sama hair mask dari Makarizo. Aku udah nyobain semua varian dari hair mask ini, dan yang paling sering repurchase adalah varian ini. Wanginya enak banget dan tahan lama. Hair mask ini bikin rambut aku jadi halus, lembut dan haruuuummm banget 😍

Repurchase? off course yes "
firahsiti,4,26-01-2019 12:35 PM,"enak banget pakai hair mask makarizo, bisa bikin rambutku halus dan mudah di atur, terus harganya murah untuk pemakaian 3 kali ukuran sachet, jadi gak perlu beli kemasan yang banyak supaya gak boros pemakaian"
TifaNovianty,4,24-01-2019 02:42 AM,"Hair mask yang masih gue pake sampai saat ini, wanginya enak semuaaa udah nyoba semua variannya. Bikin rambut jadi halus, ringan, wanginya itu juga awet bgt. Terasa sehat aja rambut kalau pake masker ini, cuman yg gaenaknya kalo abis pake masker ini rambut cepet lepek aja, cepet berminyak. "
melindafirstania,4,23-01-2019 01:10 PM,"Varian royal jelly yang paling aku suka dan paling efektif utk mengatasi rambutku yang kering, kasar, bercabang menjadi jinak seketika. Oke bgt utk perawatan mingguan. Tapi kalau aku pake 2x seminggu biar lebih lembut rambut aku."
sridevicahyanti,3,23-01-2019 12:25 PM,"Beli ini coba-coba karna rambut ku yang kering, kusam, waktu dipake gak kuat sama baunya gaenak, bikin rambut aku rontok, ketombean, gak ngerti akutu, harganya murah banget, repurchase? Jelaaaaas nooo"
fatimazahra,5,22-01-2019 01:43 PM,hair mask yang enak lah murah lagi gampang di cari juga di mini market. walaupun murah khasiatnya bagus buat rambut bikin rambut lembut dan mudah di atur suka si ama produk ini. the best laah buat makarizo. sengaja beli yang sachet biar bisa coba varian variannya dulu dan ini enak wanginya hehe
reetnoo,3,19-01-2019 03:39 AM,Harumnya enak sih dan teksturnya jga bagus. Cuma kalo gunainnya harus nunggu dan cuci lagi jadi memakan waktu yg lama. Kalau mau buru2 gak di rekomendasikan gunain. Dan utk keringnyanya lama bgt. Positifnya emang buat rambut lebih sehat sih
Nadyachndr,5,18-01-2019 10:09 PM,"Ini hair mask kecintaan bangettt. Yg varian ini bener"" bikin rambut jd lebih halus dan mudah diatur. Dann rambut jg ga gampang lepek meskipun jd lebih halus gt. Trs ini di kulit kepala jg sensasinya enakk bgt. Udah gt harganya murah dan gampang bgt nyarinya dimana"" jg ada. Ohiya waktu pemakaiannya juga gaperlu lama"" jadi praktis banget!"
Viraadryani,5,18-01-2019 06:26 AM,pake ini karena disaranin temen aku dannn ternyata hasilnya super duper bagus!! rambut aku yg keseringan di cat itu kan kering+rusak tp setelah make hair mask ini jadi lembut banget sih gaada keringnya sama sekali. bakal repurchase trs pokoknya. super luv❤️
nrhdyticha,5,17-01-2019 10:13 AM,Selalu repurchase setiap belanja karena sesuka itu. Bikin rambut harum banget berhari hari dan bikin rambut lembut banget. Gak nyesel banget deh pake ini setiap habis cuci rambut berasa rambut habis di creambath
ingeagatha,4,15-01-2019 05:07 AM,"Paling suka sm wanginya yg ini daripada makarizo hair energy yg lain. selain enak, wanginya juga tahan lama. habis pake ini rambut jadi lebih lembut, dan gampang diatur. praktis banget buat perawatan rambut di rumah. lebih hemat biaya dan waktu 👌"
nauravia,4,11-01-2019 05:02 PM,"suka bgt udh am ini masker
rambut yg td nya rusak karna di catok jd lembut lg, udh gt wangi nya enak pula wkwk
gk ngerti lg sih biasanya gua yg klo nyatok rambut bau gosong gt ini jd kek enak baunya:"")
isinya jg lumayan byk, karna suka repurchase yg sachetan jd itu klo pk ckp setengah aja yg rambut nya super tebel kek gua:"")
suka bgt sih parah..."
nurulftyni,4,11-01-2019 04:27 PM,wahhh sukak bgt gua tipe org yg gak terlalu suka pakai conditioner pdhl rambut gua ngembang bgt. nah ini masker bnr bnr bikin rambut gua lebih mudah di atur dan wanginya haduhhh sukak bgt kek pgn lama lama di kamar mandi tapi paling bertahan 2 hari sih rambut indah guanya seterusnya bakal balik ngembang lagi
dessyelfira,4,11-01-2019 03:42 PM,"kadang kalau travelling aku sengaja ngga bawa conditioner dan ngegantiinnya ama makarizo ini tapi yang sachetannya, terutama yang varian kiwi. karena aromanya enakk dan tahan lama banget. ga buat rambut kering dan ngembang, hasilnya lumayan"
anadwil,4,09-01-2019 02:59 PM,"Rambutku belakangan ini kering bgt, kasar dan bercabang. Sepertinya rambutku perlu ditreatment semacam hair mask atau creambath. Aku lihat ini di minimarket, karena penasaran ku beli yang sachetnya dulu. Pertama kali cium baunya kurang suka tapi bikin rileks. Yang aku notice rambutku jadi halus, lembut, dan tidak kusam. Utk menuntaskan kerusakan rambutku sepertinya harus rutin pake ini. Repurhase? Maybe mau coba varian yg lain."
LidyaSG,5,09-01-2019 01:49 PM,"Selalu repurchase... suka banget wanginya tahan lama, bikin halus dan rambut kya lemes aja jatuhnya. Suka ganti2 sama varian lainnya karna sama bagusnya. Karna rambut ku tebel 1 saset begini cuma untuk 2x pemakaian"
ninaalysia,3,08-01-2019 01:26 PM,"menurutku produk ini masih kalah mantul sama yg varian fibertheraphy hair&scalp mask. wanginya biasa aja, pas abis dipake pun gaada wanginya lagi. dan di rambutku efeknya kurang keliatan. tetep kering walaupun masih gampang diatur. repurchase ? nooo"
iaa,4,07-01-2019 12:03 PM,"Variannya ini kurang efek di rambutku , yang kiwi extract sangat bermanfaat untk rambutku apalagi rambut yang di smoothing menggunakan kiwi extract nya sangat bagus untuk tahan lama smoothing nya , suka banget💕"
nadiahmumtaz,5,07-01-2019 10:29 AM,"Suka sekali dengan masker ini. Selain wangi yang lumayan awet, creamy, dan lumayan juga bisa melembutkan rambut tanpa bikin ketombean.
Untuk rambut ku yang tebal dan wavy, 1 sachet ini bisa dipake 3-4 kali. 
Murah dan mudah didapatkan, recommended!"
luluelkautsar,4,06-01-2019 02:13 PM,Makarizo ini bagus banget.. Bisa bikin rambuttt haluuuss dalam sekali pemakaian dan juga baunya awet bisa ampe beberapa hari.. Cuma ini tergantung selera ajaa ya kalo aku pribadi kurang suka bau yang seri ini
safirasn,5,06-01-2019 06:34 AM,"Ini tuh hair mask enak banget astagaaaa🤩 rambut jadi bersih, lembut, wangiiiinya suka bangetttt. Kulit kepala jd ga gatel lagi. Super luvvv dehhhh dan selalu repurchase ntah sudah berapa kali🤣 pokoknya bagus dan recommended hehe😊❤️❤️"
Aryaniihda,5,05-01-2019 03:10 AM,"hair mask yang murmer dan super Bagus bgt, jdi gw pake ini sih gm terlalu sering soalnya gw org nya mageran bgt, jdi klo gw lagi rajin dan pengen hair mask yaa gw as always pake ini. Terus klo gw sih 1 sachet ini bisa 2 or 3 kali pake jdi lumayan hemat dan awet lah ya. Hsil stlh gw pake ini rambut gw jdi lembut bgt, mengurangi bgt kerontokan rambut, dan wangi nya itu lho yng enak bgt dan tahan lama bgt parahhh..  I love it. Repurchase?  Yes yes yes "
Ovinafelita,5,03-01-2019 08:53 AM,suka banget sama hair mask yg ini...ak biasanya beli yg sachet karena kalau beli yang jar lama banget abisnya....enak banget rambutnya kalo abis pake ini...jd mudah diatur dan ga bercabang...wanginya juga tahan beberapa hari
Ovinafelita,5,03-01-2019 08:51 AM,suka sama masker ini karena kemasannya kecil jadi ga terlalu lama abisnya...ak pakeknya dikit2 aja udh berasa sih terutama untuk bagian pangkal rambut yg suka bercabang..kalo rutin dipakek pasti jd sehat lagi rambutnya...repurchase? always
sintacitra,5,30-12-2018 04:38 PM,"sukak banget sama hair mask ini. Baunya enak banget, awet juga dirambut , ga lepek , bantu mengurangi rambut rontok,bikin rambut jadi lembut, gampang diatur, harganya terjangkau, dan mudah di dapat juga. Repurchase? Yes"
sintacitra,5,30-12-2018 04:37 PM,"sukak banget sama hair mask ini. Baunya enak banget, awet juga dirambut , ga lepek , bantu mengurangi rambut rontok,bikin rambut jadi lembut, gampang diatur, harganya terjangkau, dan mudah di dapat juga. Repurchase? Yes"
shiellanoveliaa,4,30-12-2018 04:06 PM,si warna orange ini yang aku beli kalo lagi niat untuk creambath sendiri 😂 wangi nya enak sih seger dan lembut banget wangi madunya. 1 sachet kecil biasanya aku pakai 2 kali (ngirit) pas pake ini tuh sambil dipijet pijet kepalanya biar terserap. wangi madunya bisa bertahan sampe h+1 😍
shiellanoveliaa,4,30-12-2018 04:05 PM,si warna orange ini yang aku beli kalo lagi niat untuk creambath sendiri 😂 wangi nya enak sih seger dan lembut banget wangi madunya. 1 sachet kecil biasanya aku pakai 2 kali (ngirit) pas pake ini tuh sambil dipijet pijet kepalanya biar terserap. wangi madunya bisa bertahan sampe h+1 😍
Mamar,3,30-12-2018 07:42 AM,"Aku kurang suka sama varian yang ini. Gatau kenapa kurang ngefek aja di rambutku yang super kering ini, ga sesuai sama klaimnya kalo di aku. Baunya wangi tapi aku suka hehehe. Untung belinya yang kemasan sachet jd ga rugi² bgt wkw"
shiellanoveliaa,4,30-12-2018 02:12 AM,"susah sekarang cari yang modelan kayak gini yang bentuk sachet kebanyakan yang bungkus orange yang di jual di minimarket. padahal enakan yang ini baunya lebih seger :"") 
wanginya bikin relax dan after use this product bikin rambutku lebih halus dan kuat 😍"
ogg333,5,29-12-2018 12:27 PM,"Waktu Smp sampai kuliah semester 1 pernah pakai ini dan di rambut aku hasilnya bikin rambut smooth, shiny, mudah diatur, dan lumayan waktu rutin pemakaian ini mengurangi rambut bercabang+pecah-pecah. Wanginya aroma madu aku suka😍"
silminabila,5,28-12-2018 10:13 PM,"sukaaaa banget sama hair mask satu ini! aku juga suka sama hairmask yang melon sama sama bagus di akuu, pas dipake langsung alussss banget. wanginya juga enak banget tapi yang ini agak enek karna manis bgt wanginya wkwkwk, wanginya tahan lama juga sukaa"
ninaalysia,4,28-12-2018 06:41 AM,"abis liat reviewnya di fd apps, langsung beli yg sachet nya karena takut ga cocok. dan ternyataaa suka banget sama wanginya. bikin rambut ku ga susah diatur dan alus banget. tapi efek ngurangin rambut ngembangnya masih kurang bagiku :"")"
corneliadeagata,5,28-12-2018 05:07 AM,"Harga nya murah tapi gak murahan. sebagus itu bikin rambut aku lembut bgt parahhhh. bakal sering repurchase kalo aku ga hijab an, pas hijab an jadi agak males ngurusin rambut. jadi kalo pengen rambut nya keliatan lebih healthy off course aku bakal pilih produk ini "
sitinurendaah,5,28-12-2018 02:10 AM,"varian madu ini termasuk varian favorit aku dibandingkan melon karena ga bikin aku puyeng wanginya tapi untuk manfaatnya sama sama bagus kalau dipake bikin rambut wangi, halus dan jatuh banget kaya yg ga perli disisir suka deh 🤣🤣"
haiakuibeth,5,26-12-2018 07:51 PM,"hanya ini sebagai hairmask penyelamat hidupku kalau lagi mager alias malas gerak keluar rumah untuk nyalon. jadi aku keramas dulu habis itu aku bilas dan balurin ini ke seluruh rambut. setelah itu aku sisir pakai sisir yang jarang-jarang gitu biar memastikan seluruh rambut dapet produknya. nah diemin selama 10 menit dan bilas. akhir kata kamu bakal mendaptkan rambut yang mudah diatur, lembut, serta tidak kering kerontang. selamat mencoba girls!"
Jhnnggrn,5,24-12-2018 04:13 PM,udahlah ya gaperlu gua jelasin lg sama produk untjk rambut merk makarizo ini karna diliat dari bintang aja kalian udh pasti tai gmna bagusnya produk makarizo iniiiiiii cuiii ahh cintaaa bangettt gua gabohongggbnnn
vannyevikaa,3,24-12-2018 11:21 AM,"aku gatau kenapa ini ga berfungsi di rambutku,padahal keterangan nya memperbaiki rambut rusak,tp setelah aku make ini memang sih rambut jd lembut tp malah buat rambut ku makin jadi keriting bgt,tp wanginya enak bgt"
rahmawatic26,4,24-12-2018 10:54 AM,"eaktu smp sampai sma sering banget pake ini. pake seminggu dua kali. enak banget, rambut jadi lembut dan wangi, serta gampang banget diatur.                                                               r"
sophiaa,4,24-12-2018 02:42 AM,wanginya enak tahan lama juga tapi agak ribet si keramas dulu trus pake ini dan dibungkus didiemin 15 mnt trus bilas lagi pake ini sesuai mood ato ada acara aja karna agak ribet murah juga ada di mana mana juga 
nurulFB,4,23-12-2018 10:28 PM,pake ini setelah keramas terus rambut dibungkus pake handuk lalu didemin 10 menit kalo aku. pake ini kalo lagi libur kuliah aja and lagi mood. males cuy soalnya menurut ku ribet. setelah itu dibilas smpe bersih. rambut ku jadi halus n rontok berkurang banget. harganya murah n bisa ditemui dimana mana. 
Dkitagawa,4,23-12-2018 02:46 AM,Penyelamat di saat rambut lagi gak banget. Habis pakai ini rambut yang tadinya kasar bisa jadi halus. Tapi efeknya cuma sementara. Sekita 1-2 harian. Habis itu wanginya hilang tapi rambut tetep halus sih. 
tesamufliha,2,22-12-2018 01:28 PM,i will not repurchase for this varian.  awal beli ini karena yang melon cocok dan aku pengen coba varian lain. alhasil setelah dipake rambut aku gak cocok pake masker ini. malah jadi jeger yang semestinya harusnya sih lebih lembut dari yg si melon itu. di aku sih ga works karena serius se-kasar itu.  entah apa yg salah sama produknya but i dont mind to repurchase again. 
Rahmaya,5,22-12-2018 10:14 AM,"aku kayaknya gabisa hidup tanpa hair mask Makarizo,beneran bikin lembab banget dan tahan lama kelembaban nya tuh.rambutku kering parah jadi berasa banget kalo gamake ini, wanginya ga kaya madu sih,tapi wangi nya khas aja.kalau yg sachetan bisa dipake sampe 3/4kali"
mitaayuni15,4,22-12-2018 02:15 AM,"sukaaa banget sama hair mask yang satu ini buat rambutku lebih sehat dan lembut, dan isinya juga banyak jadinya aku bisa pake berkali-kali, dan dia harum jelly gitu jadinya nggak ganggu saat di pakai dan wanginya tahan lama "
shellasalsa,5,20-12-2018 06:06 PM,produk kecintaan aku!!!! hair mask makarizo yang seri ini semua aku cinta! heheheh!!! karna emang sebagus ituu dan sengefek itu di rambut bahkan dari pemakaian pertama rambut kerasa ringan banget dan super lembut!
raissaura,5,19-12-2018 04:29 AM,"Wanginya aku suka banget dan tahan lama. Beneran bisa bikin rambut jadi halus sama lembut, apalagi kalo dipakenya sama conditioning shampoonya. Kalo menurut aku, teksturnya lebih padet dibandingin sama varian lainnya. Paling suka sama varian yang ini dibandingin sama varian lainnya. "
raynahasan,1,16-12-2018 02:32 PM,"heran sih, yg varian melon tuh bagus banget di aku. aku beli yg ini pas guardian + 1000 dapat 2, taunya ini kering banget?? padahal cuma beda varian doang 🤣🤣 kesel pdhl beli 2.. baru dipake 2-3x rambut bukannya bagus malah kayak ijuk.. "
Meiraani,3,16-12-2018 07:01 AM,"masih bingung sebenernya ini hair mask/ creambath. yg aku beli sih tulisannya creambath ya. ga terlalu suka pake ini, lbh suka yg varian hair repair mask. baunya mirip jamu, tp setelah dibilas enak kok ga ganggu baunya. kalo buat pengganti conditioner menurutku krg lembut ya dirambutku, jd aku hrs nambahin condi lg biar maksimal"
DianaRu,5,16-12-2018 02:13 AM,"Hal no. 1 yang paling aku suka dari produk ini wanginya 😍 enak banget beneran kayak abis dari salon dan wanginya bertahan sampai besoknya, waw! Udah gitu bikin rambut super lembut dan bahkan sampai lusa setelah keramas. "
bintangabygail,5,15-12-2018 06:27 AM,"sumpaah pas liat ini, aku jd inget dan jd pengen cari lg😂 dulu pas adict bgt sama hair mask/creambath tiap hari aku beli buat rambutkuuu, dan aku beli ini, wanginya sumpah cinta bgt. enak bgt bikin rambut kayak abis dr salon😂"
dindaayuparadila,5,15-12-2018 12:06 AM,"pertama kali nyobain karna liat review dr sini, dan langsung beli ternyata syukak bgt dong. rambut aku tdnya kering, kasar dan ngembang jd lembut bgt, terus terasa enteng gt. jd mudah diatur, trus wangi nya soft banget.. cucmeey 😍😍
"
seubnida,5,14-12-2018 12:59 PM,"Wanginya enaaakk, relaxing bgt. Bikin rambut lebih lembut dan ga kering. Pas pake ini aku selalu balut rambut yg udh dipakein krim ini pake handuk yang udah aku rendem pake air anget, dan kepala rasanya plong bangettt, sukaakk 😂 "
mutianasution,4,13-12-2018 09:36 AM,Wanginya bener-bener bikin rileks. Sensasi wanginya juga kayak abis nyalon. Bikin rambut halus dan mudah diatur juga walau di rambut ku efeknya gak lama lol. Sama sekali nggak nemuin ada masalah sama hair mask dari Makarizo ini.
bellanth_,5,11-12-2018 10:02 AM,bagusss banget produk satu ini... bikin rambut jadi lembab dan berkilau sehat gituu... wanginya juga seger.. bikin kulit kepala fresh juga.. relaxing parah.. udah pake ini sekitar 4 tahunan dan gonta ganti produk lain tetep jatohnya balik lagi ke satu ini... tapi mungkin lebih cocok buat yang rambutnya kering atau ngembang gitu yah. kalau dipakai di rambut berminyak mungkin jatohnya bakal kelihatan lepek banget.
rinayatriananda,4,11-12-2018 03:42 AM,"bagus sih, rambut aku berasa habis nyalon, lembut. pakenya juga ga ribet, carinya juga nggak susah, cuman aku nggak terlalu suka sama baunya 😥. wangi sih, cuma agak terlalu nyengat dan aku ngerasa ada bau bau herbal gitu tapi cuma sedikit."
fairuzs13,5,10-12-2018 07:31 AM,"aku pake ini karena claimnya cocok untuk rambut rusak, karena berhubung dulu waktu rambutku masih panjang tuh rambutku rusak gitu.. kering, banyak yg pecah2 dan bercabang. pake ini bikin rambutku jd haluus bgt, dan ga terlalu kering. gampang diatur juga, selalu beli ini yg bentuknya sachet. worth to try sih 💜"
veronika805,4,09-12-2018 05:21 PM,"ini hairmask yg selalu ada stock dirumah soalnya setiap seminggu sekali pasti kudu harus pake buat perawatan mingguan. gila ini tuh bagus banget buat rambut keriting aku yg super megar dan gampang kusut, hairmask ini bantu ngelembabin dan bikin rambut aku gampang di atur/styling apalagi wanginya lumayan tahan lama tapi kadang suka bikin cepet lepek+ketombean, makanya aku pake jangan sampe kebanyakan kena kulit kepala jadi aku fokusin banyak aplikasiin di ujung rambut"
iffertaRachman,4,08-12-2018 04:21 AM,"So good,rawat rambut tanpa harus repot kesalon.. habis pake ini rambut kerasa lembut banget walau nggak ditutup pake handung hangat.. rambut juga jadi lebih bervolume dan elastis.. cuma sayang wanginya kurang enak.."
Nicolaflrst,5,08-12-2018 12:49 AM,"Hair mask andalankuuu!!!!! pokoknya nyaman banget pake ini, dari wanginya sampe khasiat dan efek yang dia kasih waktu habis bilasan aaaaa cinta pokoknya. Padahal awalnya beli ini tuh gara-gara coba coba eh sekarang malah cinta matiii!!"
Vhia_Gevira,5,05-12-2018 02:46 AM,"Hair mask terfavorit .. beli sepaket gitu di PRJ

dan gk nyesel sama sekali beli ini karena wanginya enak terus bikin rambut jadi lembut lebih terawat

superr suka, terbaik.. btw shampoo nya yg royall jelly juga enak banget wanginya"
Fairlya,5,29-11-2018 12:26 PM,"so far varian ini yang paling aku suka karena baunya lebih enak dibanding yang melon. wanginya tahan lamaa, bisa tahan 4 hari. aku pake ini tiap keramas, seminggu 2 kali hehe soalnya wanginya enak, pengganti conditioner gitu.

buat efeknya di rambut aku yang keriting ini dia cukup buat ngga frizzy, tapi cuma bertahan sebentar karena aku sisir terus terusan heheh. tapi setelah itu rambutnya jadi aluss bangett"
Khaulasaza,4,28-11-2018 11:26 PM,"masker rambut yg selalu kupakai krn yg lain2 rambutku malah lepek dan berminyak.
kalo pake ini jd lembut masyaallah tp biasanya ga langsung kalo di aku jd hari ke2/3 gtu gatau knapa.
wanginya jg enak bgt :')
beli tube bbrapa kali aja sih lbh sering yg sachet,1 sachet biasanya bs aku pake 2x
ngirit 😂
"
fidelaff,5,27-11-2018 05:20 PM,"Salah 1 hair mask favorit, wanginya enak banget, bisa tahan sampe 2-3 hari.. hasilnya juga rambut jadi lembuutt banget dan gampang ditata.. yang pasti produknya murah dan gampang dicari.. jadi worth it laah"
ciskaseptefani,5,27-11-2018 12:13 PM,Ini enak banget dipakenya rambutku jadi lembut ga ngembang kaya singa. Padahal ak makenya dioles2 aja langsung bilas gapake nunggu beberapa menit. Awal make wanginya enak harum gitu tahan sampe 1minggu. Pemakaian kedua baru deh keluar kaya wangi jamu yg bikin suamiku protes bilang ak kaya nenek2 😂😂😂
tesamufliha,4,23-11-2018 08:11 AM,2 kali pake bikin rambut lembut dan bagussss cuma ketiga kali engga.  malah kasar lagi.  pas bagusnya itu emang lembut bngt dan gampang diatur. Engg megar lagi rambut jadi lebih tertata dan sopan.  pe-er banget sih ngebilasnya agak lama. dan harus bersih karna kalo gak bakal jadi ketombe. 
Dreamers16,5,22-11-2018 12:12 PM,"Gara-gara promo gede gedean di Drugstore, aku akhirnya beli ini 😂. Pertama kali aku pake aku kaget banget hasil akhir sama wanginya mirip banget sama yang di salon. Dan semenjak itu kalo aku mau creambath aku pasti beli ini dulu 😂. Aku suka banget, wanginya tahan banget di rambut aku sampe 4 harian gitu, padahal aku pake Jilbab. Seneng kalo habis pake ini, pasti kepala jadi enteng, kayak kotorannya keluar semua gitu 😂 rambut juga jadinya bagus. Aku bakal repurchase terus soalnya emang ada hasil nyatanya sama rambut aku."
merianapakpahan,5,22-11-2018 09:52 AM,"hair mask dr masih sma sampe skrng. I couldnt thank this brand enough to make such a wonderful yet affordable product. wanginya enak dan long last. Trick from me, aku pake ini kalo rambut habis di updo dan banyak dipakein hairspray sampe kaku. I apply this after shampooing, ambil agak banyakan trus apply ke rambut merata, wait 15 minutes trus bilas. kalo ga pake ini rambut berhari2 bakal susah balik lembutnya. love ittttttt so muchhhh."
hytsmdoth,5,20-11-2018 01:59 PM,"Oh i really really love this. Gak bikin gatel, cara pakainya praktis, wanginya enaaakkkk banget, gampang dibilasnya, hasilnya lembuuuut banget. Rambutku yang super kusut jadi lebih gampang diatur dan jatuh banget!!"
sarihannas,5,18-11-2018 02:25 AM,"Harum lembut madu nya buat jd lembab tp rambut jd agak tegang gitu ya klo baru abis dibilas, untk rambut aku yg kering dan megar jd agak mendingan. Cuma agak susah aja bilas nya mesti lama karna tipe berbusa yg lengket gitu tp so far aku repurchase kok. Untk package mungkin lebih enak klo pumping gitu ya, klo sachet agak repot aja gitu"
almiraputridinda,4,16-11-2018 03:55 PM,"aku beli di Pasar Baru waktu itu kan rambut aku super kering karena diwarnai terus-terusan ,aku pakai creambath ini sekitar seminggu 2 kali dan hasilnya memang benar rambut jadi lembut namun rambut yang sudah terlanjur bercabang nggak bisa pulih lagi sih tapi untuk rambut yang kering di bisa mengalami perbaikan"
raynahasan,1,15-11-2018 08:09 AM,"heran sih, yg varian melon tuh bagus banget di aku. aku beli yg ini pas guardian + 1000 dapat 2, taunya ini kering banget?? padahal cuma beda varian doang 🤣🤣 kesel pdhl beli 2.. baru dipake 2-3x rambut bukannya bagus malah kayak ijuk.. "
nananarfh,5,14-11-2018 12:46 PM,"Penyelamat banget ketika rambut cape kena curling iron, hair dryer, dkk :(((
Ngebalikin rambut yang rusak kembali sehat (kalo dipake teratur, aku biasa twice a month)
Setelah pake hair mask ini rambut langsung lembuuutt, wanginya awet banget."
jesswij,5,14-11-2018 02:03 AM,"I like this hair mask! Texturenya seperti margarin. And a little goes a long way. Pake dikit aja uda halusin banget. Of all the variants untuk hair mask makarizo yang ini, aku paling suka yg royal jelly and pling bikin halus dibanding yg lain. I use this in replace of a regular hair conditioner karena rambutku kering dan di color. Love the result this far!"
Afidff,4,13-11-2018 12:55 PM,"Hair mask favorite jaman sma HAHA, wanginya enak bangettt dan kalo abis make ini rambutku yang tipikal kering jadi lembut, rambut berasa ringan, gampang diatur dan bagusnya bikin rambut kuat ga mudah rontok"
Auliaafidiani,5,13-11-2018 11:15 AM,"Salah satu hair mask andalan karena dia bisa ngurangin rambut rontok, bikin rambut jadi lembut, ga kusam, dan wanginya bisa bertahan sampe 4 harian padahal aku berhijab. Awal pemakaian aku agak ngerasa keganggu sama aromanya, tapi pas udah di bilas wanginya jadi enak banget dan ga perlu hair fragrance lagi buat bikin rambut jadi wangi."
vinaa9,5,13-11-2018 02:00 AM,"wanginya enak trus gampang ditemuin di supermarket deket rumah. untuk efeknya mantep sih di aku. bikin rambut aku halus dan lembut, udah gitu rambutnya lebih gampang diatur. pokoknya hasilnya bagus di rambutku"
ini_vina,4,09-11-2018 10:15 AM,"Aku suka sm hair mask ini krn bisa bikin rambut alus dan ngurangin rontok (ttp rontok ya tp agak berkurang aja). wanginya jg enak kok. tp aku tipikal yg suka gonta ganti hair mask, mau cari yg lbh baik lg terutama utk ngatasin rontok"
Deffi_arista,3,06-11-2018 01:19 AM,"Lupa rasanya pake ini yg aku inget itu dulu emg bbrp x nyobain ini.  Tp sama aja rontok ya tetep rontok juga,  rambut malah kering tak bernustrisi 😑 rasanya udh pake apaa  aja buat mengatasi rsmbut rontok dn kering ini.  Pake conditioner malah berasa minyakan di kulit kepala,  pake hair mask juga pas selesai maskeran berasa lembutnya.  Abis itu ya udh balik kering lgy.  Pake serum juga udah,  bingung aku tuh..😑"
tesamufliha,5,06-11-2018 01:07 AM,first time pake hair mask ini setelah pakai rambut jadi halus dan pengen terus dimainin ga berenti berenti.  ngembang berkurang rontok pun berkurang.  dari aromanya sendiri aku suka. untuk tekstur si masknya kaya kondisioner cuma versi thicknya.  overall aku suka! 
Belads,5,28-10-2018 09:54 AM,"Favoriteeee bangeet! Bikin rambut aku yang kering parah ini, jadi lembab & gampang diatuuur. Udah gitu, alus & lembut setelah kering. Suka wanginya jugaa, jadi doyan shampoan sejak pakai ini hahaha biasanya beli yang sachetan biar gampang ngukur takarannya "
ayudevitaaletrisia,5,19-10-2018 10:57 AM,"Aku udah pakai ini beberapa kali, hasilnya setelah kering sih biasa ya, tapi dihari kedua setelah pakai hair mask ini, rambut rasanya lembut banget, ringan, dan gampang diatur, rambut aku tipikal yg agak kering sebenarnya dan gampang kusut, tapi dengan hair mask ini, jadi lebih lembab, lembut dan lebih mudah diatur, cuma wanginya yg aku ga begitu suka, soalnya agak menyengat gt, but no problem lah ya, yg penting hasil memuaskan ..
repuchase ? YESSS !!"
ApriantiSutari,5,19-10-2018 05:58 AM,"sekarang aku lagi suka banget pake ini, bener bener ngerawat rambut aku yang kering dan kusam banget, pertamanya aku matrix tapis setelah pakai ini aku lebih merasa cocok pakai masker rambut ini, yah harga menentukan memang sih iya"
nailaizzah,5,18-10-2018 10:44 AM,"Hair mask favorite sejak jaman kuliah, entah sudah berapa sheet dan berapa jar produk ini yg gw habiskan. Yang gw ingat adalah pertama kali gw pakai produk ini sejak tahun 2012 until now, keren gak sih selama ini, hehehe"
anissaputri,4,17-10-2018 08:05 AM,"wanginya super sukaaaaaaa.. wanginya seger dan tahan lama pula.  rambut juga jadi halus , ngaruh banget buat memperbaiki rambut yang rusak dan kering. dan rambutku yang super tebel jadi gampang di atur ."
esterajenggg,5,17-10-2018 05:31 AM,"Suka banget! Dulunya sebelum pake Makarizo hair mask yang ini, cuma mengandalkan conditioner. Itupun doesnt work untuk jenis rambut aku yang kering. Nah, setelah coba rutin tiap kali keramas menggunakan hair mask ini, rambut jadinya wangi, lembut, dan lebih sehat terlihatnya (nggak kusam atau kering). Teksturnya juga creamy banget ketika digunakan ke rambut setelah keramas kemudian sambil dipijat-pijat sendiri. Serasa perawatan salon di rumah😀"
Yogas,3,17-10-2018 04:58 AM,"Kurang suka aroma dari varian yang ini, terus susah banget dibilasnya, berkali-kali loh.
Walau sachet tapi isinya banyak sih. Murah banget dan ngga abis-abis (rambut pendek). Sadly efek ke rambutku kayak nggak ada. "
ikacndr,5,16-10-2018 05:10 PM,Penyelamat kalau rambut lagi kering kerontang. Beneran bikin lembut dan wanginya awet drpd varian yang lain. The best hair mask so far. Murah banget lagi. Aku beli yg sachet besar trus dipindah ke jar gitu awet sampe 3 bulanan. Pakenya dikit aja udh cukup buat satu kepala dengan rambut super tebel. Cuma aku kurang suka packagingnya. Agak susah dibawa-bawa kalo yg sachet karena gak langsung sekali abis. 
